N,P,K,temperature,humidity,ph,rainfall,label
36,30,13,21.400982965560953,89.36306910588326,7.910897587360289,108.38017159952159,orange
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,kidneybeans
97,12,47,25.141370064929546,89.74780498921155,6.714303013233014,59.0345937881423,watermelon
40,59,21,34.438194437752514,61.505858533377655,6.887778913110663,64.33635886113592,blackgram
1,62,23,15.43546065,18.37477907,5.607808432000001,139.0302034,kidneybeans
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea
92,21,48,24.901084989531107,82.46708263982798,6.272428846627926,54.34638984799006,watermelon
100,6,46,28.243031568053063,96.8315367388883,6.407798256584174,28.801563231763232,muskmelon
31,25,38,24.96273236,92.40501423,6.4973666770000005,109.4169192,pomegranate
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya
10,55,23,21.748315511806137,19.84905869978675,5.66587250528996,137.42677902791132,kidneybeans
94,26,27,26.36629861,52.25738495,7.456460375,177.31761609999995,coffee
80,16,46,25.259125434620195,81.85220633985479,6.898648911347569,50.22154584288309,watermelon
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice
3,67,24,17.00067625,19.90790546,5.520880013999999,103.2926407,kidneybeans
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean
16,29,13,33.70980992073874,91.80572427534838,6.335468317446529,115.55362615740334,orange
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean
107,92,53,29.424182520731033,84.65149861896754,6.065429978788451,108.49761207845623,banana
37,60,25,32.90915775902005,71.08835010933969,7.258353994982785,63.32600092969702,blackgram
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,apple
109,41,25,24.62904730185105,87.54588865274779,6.147409267728249,91.84173962389086,cotton
6,50,24,29.207305675317734,85.98850029723023,6.903611174783472,49.94590669216291,mungbean
29,70,24,23.205135771540117,36.849108386262536,6.9893633253217455,159.3524789335005,pigeonpeas
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans
13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,apple
9,54,16,26.0052353665849,66.87646431282647,6.539568708578495,45.544280497755246,lentil
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
95,74,44,29.50195892979196,85.87577719904172,5.878457073607846,110.7899173707558,banana
43,64,47,38.58954491,91.58076549,6.8256647820000005,102.2708231,papaya
16,10,41,23.787457702513482,86.18215503158177,6.520740481548751,105.932598181365,pomegranate
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice
89,43,16,19.663288712733344,64.78444368646635,6.19442622665594,93.22996912093059,maize
56,64,79,18.028722890364957,16.626640081854482,7.910863332350133,80.34537740335671,chickpea
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans
27,57,20,29.723807605643916,86.35000348124227,6.0915924369158025,51.47012025518438,mungbean
112,73,48,29.244063800000006,77.32017166,5.7074889870000005,90.66727868,banana
26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,pigeonpeas
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas
22,58,19,22.594344391651465,24.87014508126959,5.802390807610118,131.61961362242033,kidneybeans
3,61,19,25.265980128766113,40.67278187035982,4.868128395368366,102.34318755605801,pigeonpeas
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute
23,45,21,31.483373367630996,51.48308288459298,8.555109204542736,74.2501864622165,mothbeans
113,19,26,25.48538891873909,60.7243396277662,7.2527041653263025,193.32228116515375,coffee
67,38,39,22.62622604604452,83.51540130561075,5.265486229976225,188.95488637155333,rice
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana
30,140,208,29.20956766787869,85.42363759394487,5.798802239614545,65.76079894703177,grapes
22,37,16,29.95798568764727,50.01596027090427,8.082055960102723,65.92547985019976,mothbeans
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans
120,7,48,24.077467765583812,80.6264097060931,6.683866211113059,56.72497760140582,watermelon
74,36,43,22.367893211599622,71.91486692897836,6.584990664310042,157.7618364055211,jute
25,38,22,24.363690147630443,58.73375282959013,8.34526549615808,35.666087831798905,mothbeans
3,141,197,21.98141856,91.12719303,6.142803397000001,115.4789148,apple
34,63,23,20.116912044995622,25.155021009516105,5.63977622789412,99.48149231174284,kidneybeans
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes
109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon
28,60,22,21.526825032269947,22.955430778316895,5.774033252690268,134.73105809768307,kidneybeans
2,51,17,25.447941478452172,45.49950531216807,5.877708680327653,38.55436540559014,mothbeans
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean
102,72,53,28.08842158638997,85.4702599393045,6.502174184936418,89.26131926179593,banana
92,54,16,23.67550853141037,62.892742388766834,5.7627772016345045,106.51880174843903,maize
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange
31,75,81,19.810692425775834,15.546508752115676,5.950499087887852,91.1105721351069,chickpea
11,75,17,20.836927537572628,70.42013631046215,6.540914909648164,46.975619043940206,lentil
8,141,195,29.52928103414203,79.48149665702209,6.5726962722893205,66.60509337212913,grapes
102,73,53,27.799433882453084,83.16628465996794,6.26968626641569,90.08877477897198,banana
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans
27,68,22,18.641854395393594,24.794615236169015,5.93601665491947,70.18841601049229,kidneybeans
117,18,54,30.039654754464486,96.51379163885248,6.174100166393921,21.832623153082483,muskmelon
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
114,93,53,26.28875825548808,75.25285907110593,6.312337650367037,121.31559331644145,banana
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton
30,143,201,23.624248250887053,92.07923655125487,5.847167113907453,103.91555360777248,apple
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize
29,11,5,23.448229534853667,92.06601347966117,7.770228272699057,100.48908403300604,orange
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans
99,43,21,26.1073037825053,74.23787945154817,6.44222721862967,109.359325059661,maize
82,41,39,23.41635110263291,82.57533377559352,6.260537286928861,302.306767194435,rice
81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon
22,16,28,29.74634174575312,90.16147241261717,6.0453404620559885,196.0021712563657,coconut
15,125,199,18.426993600000007,80.55625868,5.569230319,69.75734306,grapes
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee
29,78,73,18.007174733922582,14.967211078956637,7.794211379738722,75.14043750427545,chickpea
26,66,15,19.644307617968213,25.32981511694226,5.531008867086435,135.39906423734175,kidneybeans
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans
21,60,18,28.892092286224827,65.22998055563227,7.125172204319296,60.91503568701501,blackgram
87,16,43,24.59263247141796,81.02130248218093,6.153775674009242,49.911387780873355,watermelon
40,30,35,20.89273273,91.07776977,6.269663962999999,104.4407083,pomegranate
103,53,20,22.667562334011766,76.81422502422483,6.774807830207264,91.80236350433913,cotton
2,39,27,29.02656734219874,45.865061934755225,6.009882930006752,87.26829152141983,mango
40,117,202,26.529779228946367,81.3833728612208,6.243138139236309,65.5988310839171,grapes
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange
92,27,55,28.415890032336613,90.52093608231579,6.145622171862054,20.965712801474293,muskmelon
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
13,127,205,22.70862320755131,92.14409777972341,6.303126368013036,107.78283549801398,apple
20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas
17,17,43,23.76277819675021,94.54913543583595,5.849577253821595,103.69522213037874,pomegranate
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,apple
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize
32,11,31,24.938435986865514,90.69554230118888,6.1737008132998135,133.65280457979577,coconut
99,8,50,26.67357431332465,85.78865304653067,6.203806658105009,50.260164069303976,watermelon
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil
5,74,21,16.76435186993848,21.596741270082244,5.6084036735540606,64.77592792996062,kidneybeans
9,137,194,21.552754704309738,92.56370196986087,5.42135847308127,100.0208272875942,apple
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,apple
84,37,16,20.82642336639975,58.20718646009485,5.675549140124666,67.40234234286102,maize
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes
24,14,32,27.887281195444917,94.60142747371987,6.5201849468206285,220.29265615524778,coconut
94,55,43,26.92144766929793,82.91610645892845,6.080181713375863,192.68962076886268,rice
8,38,32,30.8682853285175,46.63030463529227,5.018579306713185,91.33275501983613,mango
81,45,20,23.804807500374242,57.22264656764442,5.751737256900992,91.13273714109387,maize
20,28,27,24.84486996947061,90.00264995991742,5.852291616274734,161.64820013378042,coconut
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee
48,62,47,25.34756111,93.02871078,6.803094965,174.40123369999995,papaya
22,9,44,24.72235539,88.87651295,5.744361602000001,112.1926517,pomegranate
103,19,29,23.37317462963846,59.82716484820218,7.004411162378363,141.57848627819257,coffee
22,51,16,28.485724888347285,63.25958806899712,8.595693396548503,69.38312414228643,mothbeans
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
107,11,56,28.391099863968726,92.61172410657903,6.146543550255342,30.339335347119633,muskmelon
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice
14,68,19,20.747066192951603,64.36847995370215,7.145876595071705,54.8476025919836,lentil
28,140,205,28.786708705973247,80.87537951271051,6.0165235442887814,66.05936074975438,grapes
7,32,28,31.79134032519336,47.671081483215495,6.539900022747396,92.50105834663927,mango
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans
6,78,20,25.38027645198129,60.02543800191854,6.021157447380856,47.56872910647431,lentil
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,chickpea
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes
32,76,15,28.05153602,63.49802189,7.604110177000001,43.35795377,lentil
14,74,19,18.37968091914929,36.01809044914222,6.744347038034632,95.35518047785288,pigeonpeas
89,35,38,25.54175543978174,78.56263723057272,6.151152464561096,185.0324481517423,rice
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
61,41,17,25.798148032868855,65.99081904496255,6.114881562941584,78.02256484391131,maize
40,20,8,35.114101605551966,93.8055351754241,7.3888828050834885,100.82194692127703,orange
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans
16,70,24,18.413782913322134,38.38339301973939,5.035598440001778,138.6140892352902,pigeonpeas
4,13,6,15.63211033,94.25966183,7.5611432239999985,101.4705704,orange
10,126,193,22.885943090319515,89.45986857378011,5.73169303206028,117.49799683222795,apple
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
19,65,25,18.09551014,18.29318436,5.6250964460000015,144.7902323,kidneybeans
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute
16,16,43,20.158586862558955,88.0683684168816,7.0369020866192,114.16252542722953,pomegranate
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee
0,19,33,27.1326009,95.23797989,6.234458417000001,204.7206567,coconut
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,apple
35,140,203,20.7437504921717,90.75104905222676,5.942886951691112,121.4543995545713,apple
70,47,17,24.78207980858051,67.5429937174774,6.637038304650861,102.64797832832606,maize
101,81,54,27.373275320069247,83.48285593810417,5.755100937282342,112.23509825931158,banana
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans
81,41,38,22.76755113401638,82.3155531249436,7.562121522428114,202.1300463713066,rice
91,74,50,27.360742303220768,75.18388388431867,5.582924583026746,117.58303622244685,banana
58,81,17,27.065345362918176,66.079445154983,7.015380420911467,63.223987260988494,blackgram
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
117,53,19,23.180248377038364,75.8870571484074,7.769759765539728,81.54426950113651,cotton
29,149,201,22.82959761920108,90.56264163748217,6.247067481874815,108.94764831953583,apple
49,70,75,19.294967863187672,17.690203004985374,6.518273330170181,87.99165513050137,chickpea
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,apple
21,20,32,25.336844166789746,99.61965271087443,5.918441051913822,169.12265969840246,coconut
58,75,15,30.725911058066533,59.21531586038121,7.022420140510141,63.185367699077275,blackgram
72,54,34,25.71048521814391,67.39230215456037,7.336603426176331,204.74434123539115,jute
93,16,55,25.312838478598632,87.1060035392549,6.895088097895268,40.923913117419964,watermelon
88,42,39,23.845311806855147,73.31156597442566,6.301915383828723,197.9268653297454,jute
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate
40,136,202,22.85267372,94.57645809999998,5.935336307999999,117.53140259999998,apple
99,17,45,28.686157357069533,92.28797112852315,6.209169914636595,25.70192753480162,muskmelon
36,65,22,18.09947905498607,17.955045258125335,5.9672256046411,121.88835046492835,kidneybeans
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,apple
52,71,16,27.74274761,68.53997144,7.0758864720000005,71.78615328,blackgram
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,jute
60,68,80,18.853629623120355,17.359587148103298,8.394294857471463,70.72760879816167,chickpea
6,60,22,25.97379416971535,65.63654578362573,6.062317825012644,51.44878670073134,lentil
7,20,12,17.108889714783345,94.06213159647818,6.290247381135961,110.54644659762891,orange
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans
85,89,51,29.21144871,84.70189923,6.1581644220000005,108.5501443,banana
38,7,29,27.25453386171635,95.36667880014221,6.275703491690013,145.78918469666195,coconut
12,62,20,19.6712072873652,23.811015462699782,5.830781058779769,68.81887048019287,kidneybeans
27,22,29,28.83214859,92.17170353,6.000248647,145.41723869999996,coconut
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil
27,77,80,21.113001512260944,14.516229940246863,6.784739858501049,84.8588890759151,chickpea
68,46,41,23.618244362516297,79.9678919429824,4.9784664316106975,262.1279169846693,rice
111,27,31,23.59302313,55.27564977,6.0433309510000015,191.3980675,coffee
50,53,50,25.79867303937023,94.02546235416098,6.572919757379351,94.20893322634275,papaya
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,muskmelon
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
8,39,32,29.115746542340588,46.886636471123474,5.079969207626535,91.20959564089165,mango
123,40,17,24.120213112972767,80.15460453092587,6.612853741752744,80.38338272283099,cotton
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
91,48,45,27.086024027962107,70.26591451727249,6.451439737303961,167.4500705322307,jute
20,19,35,34.17719782,50.62161586,6.113935087000001,98.00687989,mango
